1.0 2.0 10.0
1.0 4.0 8.0
1.0 6.0 10.0
1.0 24.0 2.0
1.0 25.0 10.0
1.0 26.0 10.0
1.0 27.0 2.0
1.0 35.0 6.0
1.0 41.0 10.0
1.0 48.0 10.0
1.0 49.0 4.0
1.0 51.0 10.0
1.0 55.0 6.0
1.0 57.0 10.0
1.0 62.0 8.0
1.0 71.0 10.0
1.0 78.0 6.0
1.0 85.0 4.0
1.0 95.0 10.0
1.0 96.0 8.0
1.0 99.0 6.0
1.0 119.0 6.0
1.0 120.0 10.0
1.0 124.0 10.0
1.0 129.0 10.0
1.0 139.0 8.0
1.0 140.0 10.0
1.0 145.0 10.0
1.0 153.0 10.0
1.0 154.0 8.0
1.0 157.0 10.0
1.0 162.0 10.0
1.0 166.0 10.0
1.0 174.0 8.0
1.0 177.0 6.0
1.0 185.0 10.0
1.0 189.0 8.0
1.0 193.0 10.0
1.0 200.0 6.0
1.0 202.0 4.0
1.0 203.0 10.0
1.0 208.0 6.0
1.0 216.0 6.0
1.0 217.0 10.0
1.0 221.0 6.0
1.0 231.0 8.0
1.0 233.0 10.0
2.0 235.0 8.0
2.0 256.0 10.0
2.0 258.0 10.0
2.0 268.0 4.0
2.0 270.0 6.0
2.0 275.0 10.0
2.0 280.0 8.0
2.0 286.0 10.0
2.0 287.0 8.0
2.0 288.0 10.0
2.0 290.0 10.0
2.0 296.0 6.0
3.0 297.0 10.0
3.0 298.0 10.0
3.0 309.0 10.0
3.0 315.0 10.0
4.0 324.0 8.0
4.0 329.0 10.0
4.0 333.0 8.0
4.0 336.0 10.0
4.0 339.0 10.0
4.0 343.0 8.0
4.0 350.0 10.0
4.0 355.0 10.0
5.0 357.0 10.0
5.0 359.0 6.0
5.0 364.0 10.0
5.0 371.0 8.0
5.0 377.0 10.0
5.0 382.0 8.0
5.0 383.0 10.0
5.0 393.0 8.0
6.0 396.0 10.0
7.0 387.0 10.0
7.0 404.0 10.0
7.0 405.0 10.0
7.0 413.0 10.0
7.0 417.0 4.0
7.0 419.0 10.0
7.0 420.0 10.0
7.0 424.0 8.0
7.0 427.0 10.0
7.0 429.0 8.0
7.0 434.0 8.0
7.0 444.0 6.0
7.0 460.0 8.0
7.0 463.0 6.0
7.0 464.0 8.0
7.0 474.0 10.0
7.0 476.0 2.0
7.0 477.0 2.0
7.0 480.0 8.0
7.0 489.0 8.0
7.0 490.0 8.0
7.0 498.0 8.0
7.0 512.0 8.0
7.0 516.0 8.0
7.0 523.0 10.0
7.0 525.0 8.0
7.0 527.0 10.0
7.0 537.0 8.0
7.0 545.0 8.0
7.0 548.0 8.0
7.0 549.0 8.0
7.0 554.0 8.0
7.0 557.0 8.0
7.0 562.0 8.0
7.0 568.0 8.0
7.0 576.0 8.0
7.0 577.0 10.0
7.0 579.0 8.0
7.0 582.0 8.0
7.0 596.0 6.0
7.0 600.0 8.0
7.0 604.0 8.0
7.0 615.0 8.0
7.0 618.0 8.0
7.0 619.0 8.0
8.0 627.0 10.0
8.0 630.0 8.0
8.0 632.0 10.0
8.0 634.0 10.0
8.0 643.0 8.0
8.0 645.0 6.0
9.0 653.0 8.0
9.0 654.0 10.0
9.0 656.0 6.0
9.0 668.0 10.0
9.0 673.0 10.0
9.0 678.0 8.0
9.0 679.0 8.0
9.0 682.0 2.0
9.0 683.0 10.0
9.0 684.0 10.0
9.0 687.0 2.0
9.0 693.0 8.0
9.0 695.0 8.0
9.0 712.0 8.0
9.0 714.0 6.0
9.0 720.0 8.0
9.0 732.0 10.0
9.0 733.0 10.0
10.0 737.0 10.0
10.0 748.0 10.0
10.0 752.0 6.0
10.0 755.0 10.0
11.0 759.0 10.0
11.0 766.0 6.0
11.0 770.0 10.0
11.0 773.0 10.0
11.0 782.0 4.0
11.0 783.0 10.0
11.0 788.0 6.0
11.0 789.0 8.0
11.0 790.0 8.0
11.0 796.0 10.0
11.0 803.0 10.0
11.0 810.0 6.0
11.0 811.0 10.0
11.0 813.0 8.0
11.0 819.0 6.0
11.0 827.0 10.0
11.0 831.0 6.0
11.0 842.0 8.0
11.0 848.0 8.0
12.0 853.0 10.0
12.0 857.0 10.0
12.0 865.0 10.0
12.0 867.0 8.0
12.0 872.0 10.0
13.0 875.0 10.0
13.0 879.0 8.0
13.0 888.0 10.0
13.0 895.0 10.0
14.0 897.0 10.0
14.0 900.0 8.0
14.0 906.0 10.0
14.0 915.0 8.0
14.0 918.0 8.0
14.0 938.0 6.0
14.0 939.0 10.0
14.0 944.0 4.0
14.0 945.0 6.0
14.0 949.0 8.0
15.0 960.0 2.0
15.0 961.0 8.0
15.0 969.0 4.0
15.0 970.0 10.0
15.0 971.0 8.0
15.0 972.0 10.0
15.0 976.0 4.0
15.0 981.0 8.0
15.0 984.0 8.0
15.0 988.0 10.0
15.0 993.0 8.0
16.0 1000.0 10.0
16.0 1003.0 4.0
16.0 1004.0 8.0
16.0 1008.0 8.0
16.0 1018.0 8.0
16.0 1019.0 10.0
16.0 1039.0 8.0
16.0 1049.0 10.0
16.0 1063.0 8.0
16.0 1064.0 8.0
16.0 1068.0 4.0
16.0 1070.0 8.0
16.0 1073.0 8.0
16.0 1074.0 4.0
16.0 1075.0 4.0
16.0 1083.0 4.0
16.0 1098.0 4.0
16.0 1099.0 10.0
16.0 1100.0 6.0
16.0 1110.0 8.0
16.0 1111.0 10.0
16.0 1114.0 10.0
16.0 1115.0 8.0
16.0 1120.0 4.0
16.0 1124.0 6.0
16.0 1126.0 8.0
16.0 1127.0 8.0
18.0 1128.0 6.0
18.0 1132.0 10.0
19.0 1135.0 10.0
19.0 1146.0 10.0
20.0 1129.0 6.0
20.0 1152.0 8.0
20.0 1156.0 10.0
20.0 1158.0 8.0
20.0 1160.0 6.0
20.0 1167.0 2.0
21.0 1175.0 8.0
21.0 1178.0 8.0
21.0 1180.0 10.0
21.0 1181.0 10.0
21.0 1186.0 6.0
22.0 1208.0 10.0
22.0 1212.0 8.0
22.0 1215.0 8.0
23.0 375.0 10.0
23.0 615.0 10.0
23.0 672.0 6.0
23.0 697.0 8.0
23.0 1121.0 10.0
23.0 1218.0 10.0
23.0 1219.0 8.0
23.0 1223.0 10.0
23.0 1228.0 8.0
23.0 1237.0 8.0
23.0 1244.0 6.0
23.0 1253.0 6.0
23.0 1269.0 6.0
23.0 1271.0 8.0
23.0 1275.0 8.0
23.0 1276.0 8.0
23.0 1283.0 8.0
23.0 1286.0 8.0
23.0 1287.0 8.0
23.0 1291.0 10.0
23.0 1296.0 10.0
23.0 1303.0 10.0
23.0 1304.0 2.0
23.0 1305.0 2.0
23.0 1307.0 4.0
23.0 1309.0 10.0
23.0 1312.0 8.0
23.0 1314.0 8.0
23.0 1317.0 8.0
23.0 1325.0 8.0
23.0 1333.0 4.0
23.0 1339.0 8.0
23.0 1340.0 8.0
23.0 1345.0 10.0
23.0 1352.0 10.0
23.0 1359.0 10.0
23.0 1362.0 10.0
23.0 1365.0 8.0
23.0 1366.0 4.0
23.0 1376.0 8.0
23.0 1383.0 6.0
23.0 1387.0 10.0
23.0 1388.0 8.0
23.0 1399.0 6.0
23.0 1407.0 8.0
23.0 1411.0 6.0
23.0 1415.0 10.0
23.0 1417.0 10.0
23.0 1419.0 10.0
23.0 1426.0 10.0
23.0 1428.0 8.0
23.0 1434.0 10.0
23.0 1441.0 10.0
23.0 1444.0 8.0
23.0 1453.0 10.0
23.0 1454.0 8.0
23.0 1461.0 8.0
23.0 1475.0 8.0
23.0 1485.0 10.0
23.0 1487.0 8.0
23.0 1490.0 10.0
23.0 1496.0 10.0
23.0 1505.0 10.0
23.0 1506.0 10.0
23.0 1507.0 8.0
23.0 1514.0 8.0
23.0 1524.0 4.0
23.0 1525.0 8.0
23.0 1526.0 8.0
23.0 1529.0 6.0
23.0 1530.0 8.0
23.0 1532.0 10.0
23.0 1540.0 8.0
23.0 1556.0 8.0
23.0 1558.0 10.0
23.0 1572.0 4.0
23.0 1581.0 10.0
23.0 1585.0 10.0
23.0 1587.0 10.0
23.0 1597.0 10.0
23.0 1608.0 8.0
23.0 1615.0 4.0
23.0 1617.0 8.0
23.0 1619.0 4.0
23.0 1626.0 8.0
23.0 1627.0 8.0
23.0 1629.0 8.0
23.0 1634.0 10.0
23.0 1635.0 2.0
23.0 1636.0 10.0
23.0 1646.0 8.0
23.0 1650.0 8.0
23.0 1652.0 10.0
23.0 1655.0 10.0
23.0 1667.0 10.0
23.0 1675.0 10.0
23.0 1684.0 8.0
23.0 1686.0 10.0
23.0 1687.0 10.0
23.0 1689.0 8.0
23.0 1692.0 8.0
23.0 1694.0 8.0
23.0 1700.0 10.0
23.0 1702.0 6.0
23.0 1723.0 2.0
23.0 1725.0 2.0
23.0 1726.0 10.0
23.0 1727.0 10.0
23.0 1730.0 8.0
23.0 1734.0 8.0
23.0 1745.0 8.0
23.0 1757.0 8.0
23.0 1759.0 8.0
23.0 1761.0 10.0
23.0 1763.0 8.0
23.0 1764.0 6.0
23.0 1765.0 8.0
23.0 1780.0 8.0
23.0 1781.0 8.0
23.0 1782.0 8.0
24.0 1791.0 2.0
24.0 1792.0 10.0
24.0 1793.0 4.0
24.0 1806.0 10.0
24.0 1813.0 10.0
25.0 1819.0 4.0
27.0 47.0 10.0
27.0 1822.0 10.0
27.0 1837.0 4.0
27.0 1838.0 4.0
27.0 1847.0 10.0
27.0 1849.0 10.0
27.0 1860.0 10.0
27.0 1862.0 8.0
27.0 1864.0 8.0
27.0 1872.0 8.0
27.0 1880.0 10.0
27.0 1882.0 6.0
27.0 1884.0 10.0
27.0 1887.0 2.0
28.0 1891.0 6.0
28.0 1902.0 10.0
28.0 1908.0 6.0
28.0 1909.0 8.0
28.0 1911.0 10.0
28.0 1913.0 10.0
28.0 1919.0 8.0
28.0 1922.0 8.0
28.0 1926.0 10.0
28.0 1927.0 10.0
28.0 1938.0 10.0
28.0 1953.0 8.0
