1.0 1.0 2.0
1.0 7.0 3.5
1.0 8.0 3.0
3.0 6.0 0.5
3.0 14.0 0.5
3.0 19.0 4.0
3.0 24.0 4.0
3.0 25.0 1.5
3.0 32.0 2.0
3.0 33.0 2.5
3.0 38.0 2.0
3.0 39.0 4.0
3.0 40.0 4.0
3.0 45.0 2.5
3.0 47.0 2.5
3.0 54.0 4.0
3.0 62.0 4.0
3.0 65.0 0.5
3.0 76.0 0.5
3.0 80.0 2.5
3.0 82.0 3.5
3.0 83.0 2.5
3.0 90.0 3.5
3.0 96.0 4.0
3.0 114.0 4.0
3.0 118.0 4.0
3.0 122.0 2.0
3.0 124.0 3.5
3.0 125.0 2.5
3.0 139.0 3.0
3.0 148.0 3.5
3.0 156.0 1.5
3.0 172.0 0.5
3.0 176.0 3.5
3.0 184.0 1.0
3.0 186.0 3.0
3.0 191.0 2.5
3.0 193.0 4.0
3.0 198.0 4.0
3.0 200.0 1.0
3.0 201.0 3.0
3.0 204.0 3.0
4.0 206.0 3.0
6.0 7.0 3.5
6.0 211.0 3.0
7.0 2.0 4.0
7.0 212.0 4.0
10.0 215.0 4.0
12.0 4.0 3.5
12.0 12.0 4.0
13.0 206.0 4.0
13.0 207.0 2.5
13.0 226.0 2.5
14.0 207.0 0.5
16.0 1.0 3.0
16.0 11.0 3.0
17.0 215.0 4.0
19.0 241.0 3.0
20.0 7.0 3.0
21.0 6.0 4.0
21.0 7.0 2.0
21.0 8.0 4.0
21.0 13.0 4.0
21.0 121.0 4.0
21.0 205.0 4.0
21.0 220.0 4.0
21.0 239.0 3.0
21.0 241.0 4.0
21.0 251.0 4.0
22.0 4.0 4.0
22.0 7.0 4.0
22.0 11.0 4.0
23.0 7.0 2.5
23.0 207.0 3.0
24.0 258.0 4.0
25.0 1.0 3.5
25.0 17.0 3.0
25.0 216.0 3.0
25.0 217.0 2.0
25.0 234.0 2.5
25.0 235.0 1.5
25.0 250.0 4.0
25.0 252.0 2.5
25.0 254.0 4.0
25.0 255.0 3.5
