userID,bookmarkID,Rating
8,1,1.05797101449275370
8,2,1.0
8,7,1.1159420289855073
8,8,1.1159420289855073
8,9,1.0579710144927537
8,10,1.0579710144927537
8,11,1.1159420289855073
8,14,1.2318840579710144
8,15,1.0579710144927537
8,16,1.0579710144927537
8,17,1.0579710144927537
8,18,1.0579710144927537
8,19,1.0579710144927537
8,20,1.0579710144927537
8,22,1.1159420289855073
8,24,1.0579710144927537
8,25,1.0579710144927537
8,26,1.0579710144927537
8,27,1.0579710144927537
8,30,1.0579710144927537
8,32,1.0579710144927537
8,33,1.0579710144927537
8,34,1.0579710144927537
8,35,1.0579710144927537
8,36,1.0579710144927537
8,37,1.0579710144927537
8,38,1.0579710144927537
8,41,1.0
8,42,1.0
8,43,1.0
8,44,1.0
8,45,1.0
8,46,1.0
8,48,1.1739130434782608
8,52,1.0
8,53,1.2318840579710144
8,58,1.0579710144927537
8,59,1.0
8,60,1.0579710144927537
8,61,1.0579710144927537
8,62,1.0
8,63,1.0
8,64,1.0
8,65,1.0
8,68,1.1159420289855073
8,71,1.0
8,72,1.0579710144927537
8,73,1.1159420289855073
8,74,1.1739130434782608
8,75,1.1159420289855073
8,76,1.0579710144927537
8,78,1.1739130434782608
8,79,1.3478260869565217
8,80,1.1739130434782608
8,81,1.0579710144927537
8,82,1.1739130434782608
8,83,1.1159420289855073
8,84,1.0579710144927537
8,85,1.0579710144927537
8,87,1.1739130434782608
8,88,1.2318840579710144
8,89,1.0579710144927537
8,90,1.0
8,91,1.0
8,92,1.0
8,93,1.1159420289855073
8,94,1.0
8,96,1.0
8,98,1.0
8,99,1.0
32,103,1.289855072463768
32,105,1.0579710144927537
32,106,1.1159420289855073
32,108,1.0
32,109,1.0
32,111,1.2318840579710144
32,112,1.1739130434782608
32,113,1.1159420289855073
57,119,1.0579710144927537
57,120,1.0
57,124,1.0
57,125,1.1159420289855073
57,126,1.0
57,127,1.0
57,129,1.0
57,133,1.0
57,135,1.0579710144927537
57,136,1.0
57,138,1.1159420289855073
57,139,1.0579710144927537
57,140,1.0579710144927537
57,149,1.0
57,153,1.0
57,155,1.0579710144927537
57,156,1.0
57,157,1.0579710144927537
57,163,1.0
57,164,1.0
57,166,1.0579710144927537
